market_id,outcome,price,timestamp
1087905,No,0.9925,2026-04-17T17:41:37.270621+00:00
1087905,Yes,0.0075,2026-04-17T17:41:37.270621+00:00
1838758,No,0.9605,2026-04-17T17:41:37.270621+00:00
1838758,Yes,0.0395,2026-04-17T17:41:37.270621+00:00
1854149,No,0.615,2026-04-17T17:41:37.270621+00:00
1854149,Yes,0.385,2026-04-17T17:41:37.270621+00:00
618503,No,0.9975,2026-04-17T17:41:37.270621+00:00
618503,Yes,0.0025,2026-04-17T17:41:37.270621+00:00
1994991,MOUZ,0.0005,2026-04-17T17:41:37.270621+00:00
1994991,Spirit,0.9995,2026-04-17T17:41:37.270621+00:00
637004,No,0.915,2026-04-17T17:41:37.270621+00:00
637004,Yes,0.085,2026-04-17T17:41:37.270621+00:00
1117522,No,0.086,2026-04-17T17:41:37.270621+00:00
1117522,Yes,0.914,2026-04-17T17:41:37.270621+00:00
1087532,No,0.9955,2026-04-17T17:41:37.270621+00:00
1087532,Yes,0.0045,2026-04-17T17:41:37.270621+00:00
1451228,No,0.9995,2026-04-17T17:41:37.270621+00:00
1451228,Yes,0.0005,2026-04-17T17:41:37.270621+00:00
1280208,No,0.835,2026-04-17T17:41:37.270621+00:00
1280208,Yes,0.165,2026-04-17T17:41:37.270621+00:00
1493511,No,0.93,2026-04-17T17:41:37.270621+00:00
1493511,Yes,0.07,2026-04-17T17:41:37.270621+00:00
1366903,No,0.755,2026-04-17T17:41:37.270621+00:00
1366903,Yes,0.245,2026-04-17T17:41:37.270621+00:00
1168834,No,0.995,2026-04-17T17:41:37.270621+00:00
1168834,Yes,0.005,2026-04-17T17:41:37.270621+00:00
648896,No,0.9715,2026-04-17T17:41:37.270621+00:00
648896,Yes,0.0285,2026-04-17T17:41:37.270621+00:00
1423707,No,0.9985,2026-04-17T17:41:37.270621+00:00
1423707,Yes,0.0015,2026-04-17T17:41:37.270621+00:00
1087543,No,0.9945,2026-04-17T17:41:37.270621+00:00
1087543,Yes,0.0055,2026-04-17T17:41:37.270621+00:00
1088110,No,0.9795,2026-04-17T17:41:37.270621+00:00
1088110,Yes,0.0205,2026-04-17T17:41:37.270621+00:00
608390,No,0.9825,2026-04-17T17:41:37.270621+00:00
608390,Yes,0.0175,2026-04-17T17:41:37.270621+00:00
608406,No,0.9965,2026-04-17T17:41:37.270621+00:00
608406,Yes,0.0035,2026-04-17T17:41:37.270621+00:00
1168843,No,0.9945,2026-04-17T17:41:37.270621+00:00
1168843,Yes,0.0055,2026-04-17T17:41:37.270621+00:00
667076,No,0.9695,2026-04-17T17:41:37.270621+00:00
667076,Yes,0.0305,2026-04-17T17:41:37.270621+00:00
1395731,No,0.9955,2026-04-17T17:41:37.270621+00:00
1395731,Yes,0.0045,2026-04-17T17:41:37.270621+00:00
1365863,No,0.985,2026-04-17T17:41:37.270621+00:00
1365863,Yes,0.015,2026-04-17T17:41:37.270621+00:00
667086,No,0.16,2026-04-17T17:41:37.270621+00:00
667086,Yes,0.84,2026-04-17T17:41:37.270621+00:00
1423698,No,0.9985,2026-04-17T17:41:37.270621+00:00
1423698,Yes,0.0015,2026-04-17T17:41:37.270621+00:00
1983797,No,0.425,2026-04-17T17:41:37.270621+00:00
1983797,Yes,0.575,2026-04-17T17:41:37.270621+00:00
1665869,No,0.8585,2026-04-17T17:41:37.270621+00:00
1665869,Yes,0.1415,2026-04-17T17:41:37.270621+00:00
665414,No,0.75,2026-04-17T17:41:37.270621+00:00
665414,Yes,0.25,2026-04-17T17:41:37.270621+00:00
676942,No,0.985,2026-04-17T17:41:37.270621+00:00
676942,Yes,0.015,2026-04-17T17:41:37.270621+00:00
1021154,No,0.98,2026-04-17T17:41:37.270621+00:00
1021154,Yes,0.02,2026-04-17T17:41:37.270621+00:00
1485211,No,0.9985,2026-04-17T17:41:37.270621+00:00
1485211,Yes,0.0015,2026-04-17T17:41:37.270621+00:00
645419,No,0.9985,2026-04-17T17:41:37.270621+00:00
645419,Yes,0.0015,2026-04-17T17:41:37.270621+00:00
1235547,No,0.915,2026-04-17T17:41:37.270621+00:00
1235547,Yes,0.085,2026-04-17T17:41:37.270621+00:00
618504,No,0.9985,2026-04-17T17:41:37.270621+00:00
618504,Yes,0.0015,2026-04-17T17:41:37.270621+00:00
701548,No,0.725,2026-04-17T17:41:37.270621+00:00
701548,Yes,0.275,2026-04-17T17:41:37.270621+00:00
1395704,No,0.91,2026-04-17T17:41:37.270621+00:00
1395704,Yes,0.09,2026-04-17T17:41:37.270621+00:00
1117275,No,0.785,2026-04-17T17:41:37.270621+00:00
1117275,Yes,0.215,2026-04-17T17:41:37.270621+00:00
1823892,No,0.9885,2026-04-17T17:41:37.270621+00:00
1823892,Yes,0.0115,2026-04-17T17:41:37.270621+00:00
1947770,No,0.0005,2026-04-17T17:41:37.270621+00:00
1947770,Yes,0.9995,2026-04-17T17:41:37.270621+00:00
837731,No,0.998,2026-04-17T17:41:37.270621+00:00
837731,Yes,0.002,2026-04-17T17:41:37.270621+00:00
920401,No,0.215,2026-04-17T17:41:37.270621+00:00
920401,Yes,0.785,2026-04-17T17:41:37.270621+00:00
947277,No,0.9995,2026-04-17T17:41:37.270621+00:00
947277,Yes,0.0005,2026-04-17T17:41:37.270621+00:00
1663418,No,0.725,2026-04-17T17:41:37.270621+00:00
1663418,Yes,0.275,2026-04-17T17:41:37.270621+00:00
1138909,No,0.71,2026-04-17T17:41:37.270621+00:00
1138909,Yes,0.29,2026-04-17T17:41:37.270621+00:00
643570,No,0.9985,2026-04-17T17:41:37.270621+00:00
643570,Yes,0.0015,2026-04-17T17:41:37.270621+00:00
1229035,No,0.08,2026-04-17T17:41:37.270621+00:00
1229035,Yes,0.92,2026-04-17T17:41:37.270621+00:00
667077,No,0.987,2026-04-17T17:41:37.270621+00:00
667077,Yes,0.013,2026-04-17T17:41:37.270621+00:00
561379,No,0.9995,2026-04-17T17:41:37.270621+00:00
561379,Yes,0.0005,2026-04-17T17:41:37.270621+00:00
1343471,No,0.997,2026-04-17T17:41:37.270621+00:00
1343471,Yes,0.003,2026-04-17T17:41:37.270621+00:00
1823912,No,0.987,2026-04-17T17:41:37.270621+00:00
1823912,Yes,0.013,2026-04-17T17:41:37.270621+00:00
837728,No,0.8,2026-04-17T17:41:37.270621+00:00
837728,Yes,0.2,2026-04-17T17:41:37.270621+00:00
1087805,No,0.9955,2026-04-17T17:41:37.270621+00:00
1087805,Yes,0.0045,2026-04-17T17:41:37.270621+00:00
631123,No,0.9895,2026-04-17T17:41:37.270621+00:00
631123,Yes,0.0105,2026-04-17T17:41:37.270621+00:00
840931,No,0.785,2026-04-17T17:41:37.270621+00:00
840931,Yes,0.215,2026-04-17T17:41:37.270621+00:00
1423702,No,0.9995,2026-04-17T17:41:37.270621+00:00
1423702,Yes,0.0005,2026-04-17T17:41:37.270621+00:00
1943732,No,0.895,2026-04-17T17:41:37.270621+00:00
1943732,Yes,0.105,2026-04-17T17:41:37.270621+00:00
1229047,No,0.9985,2026-04-17T17:41:37.270621+00:00
1229047,Yes,0.0015,2026-04-17T17:41:37.270621+00:00
1938149,No,0.0005,2026-04-17T17:41:37.270621+00:00
1938149,Yes,0.9995,2026-04-17T17:41:37.270621+00:00
1395734,No,0.982,2026-04-17T17:41:37.270621+00:00
1395734,Yes,0.018,2026-04-17T17:41:37.270621+00:00
903822,No,0.9265,2026-04-17T17:41:37.270621+00:00
903822,Yes,0.0735,2026-04-17T17:41:37.270621+00:00
676937,No,0.1,2026-04-17T17:41:37.270621+00:00
676937,Yes,0.9,2026-04-17T17:41:37.270621+00:00
679504,No,0.9985,2026-04-17T17:41:37.270621+00:00
679504,Yes,0.0015,2026-04-17T17:41:37.270621+00:00
1976980,No,0.9995,2026-04-17T17:41:37.270621+00:00
1976980,Yes,0.0005,2026-04-17T17:41:37.270621+00:00
1423701,No,0.9995,2026-04-17T17:41:37.270621+00:00
1423701,Yes,0.0005,2026-04-17T17:41:37.270621+00:00
776464,No,0.645,2026-04-17T17:41:37.270621+00:00
776464,Yes,0.355,2026-04-17T17:41:37.270621+00:00
687172,No,0.9975,2026-04-17T17:41:37.270621+00:00
687172,Yes,0.0025,2026-04-17T17:41:37.270621+00:00
1397291,No,0.595,2026-04-17T17:41:37.270621+00:00
1397291,Yes,0.405,2026-04-17T17:41:37.270621+00:00
1228214,No,0.862,2026-04-17T17:41:37.270621+00:00
1228214,Yes,0.138,2026-04-17T17:41:37.270621+00:00
1947787,No,0.7125,2026-04-17T17:41:37.270621+00:00
1947787,Yes,0.2875,2026-04-17T17:41:37.270621+00:00
1022527,No,0.695,2026-04-17T17:41:37.270621+00:00
1022527,Yes,0.305,2026-04-17T17:41:37.270621+00:00
1074058,No,0.895,2026-04-17T17:41:37.270621+00:00
1074058,Yes,0.105,2026-04-17T17:41:37.270621+00:00
1235554,No,0.99,2026-04-17T17:41:37.270621+00:00
1235554,Yes,0.01,2026-04-17T17:41:37.270621+00:00
687176,No,0.065,2026-04-17T17:41:37.270621+00:00
687176,Yes,0.935,2026-04-17T17:41:37.270621+00:00
1100291,No,0.955,2026-04-17T17:41:37.270621+00:00
1100291,Yes,0.045,2026-04-17T17:41:37.270621+00:00
1941101,No,0.9995,2026-04-17T17:41:37.270621+00:00
1941101,Yes,0.0005,2026-04-17T17:41:37.270621+00:00
701547,No,0.815,2026-04-17T17:41:37.270621+00:00
701547,Yes,0.185,2026-04-17T17:41:37.270621+00:00
561367,No,0.9995,2026-04-17T17:41:37.270621+00:00
561367,Yes,0.0005,2026-04-17T17:41:37.270621+00:00
676945,No,0.9905,2026-04-17T17:41:37.270621+00:00
676945,Yes,0.0095,2026-04-17T17:41:37.270621+00:00
1570271,No,0.9995,2026-04-17T17:41:37.270621+00:00
1570271,Yes,0.0005,2026-04-17T17:41:37.270621+00:00
1087923,No,0.9955,2026-04-17T17:41:37.270621+00:00
1087923,Yes,0.0045,2026-04-17T17:41:37.270621+00:00
1386649,No,0.9935,2026-04-17T17:41:37.270621+00:00
1386649,Yes,0.0065,2026-04-17T17:41:37.270621+00:00
995705,No,0.9835,2026-04-17T17:41:37.270621+00:00
995705,Yes,0.0165,2026-04-17T17:41:37.270621+00:00
577176,No,0.9985,2026-04-17T17:41:37.270621+00:00
577176,Yes,0.0015,2026-04-17T17:41:37.270621+00:00
1288249,No,0.993,2026-04-17T17:41:37.270621+00:00
1288249,Yes,0.007,2026-04-17T17:41:37.270621+00:00
1943743,No,0.978,2026-04-17T17:41:37.270621+00:00
1943743,Yes,0.022,2026-04-17T17:41:37.270621+00:00
1823792,No,0.993,2026-04-17T17:41:37.270621+00:00
1823792,Yes,0.007,2026-04-17T17:41:37.270621+00:00
1541190,No,0.9355,2026-04-17T17:41:37.270621+00:00
1541190,Yes,0.0645,2026-04-17T17:41:37.270621+00:00
947279,No,0.9995,2026-04-17T17:41:37.270621+00:00
947279,Yes,0.0005,2026-04-17T17:41:37.270621+00:00
1400469,No,0.985,2026-04-17T17:41:37.270621+00:00
1400469,Yes,0.015,2026-04-17T17:41:37.270621+00:00
1664052,No,0.9985,2026-04-17T17:41:37.270621+00:00
1664052,Yes,0.0015,2026-04-17T17:41:37.270621+00:00
569333,No,0.9985,2026-04-17T17:41:37.270621+00:00
569333,Yes,0.0015,2026-04-17T17:41:37.270621+00:00
599327,No,0.9985,2026-04-17T17:41:37.270621+00:00
599327,Yes,0.0015,2026-04-17T17:41:37.270621+00:00
839402,No,0.9565,2026-04-17T17:41:37.270621+00:00
839402,Yes,0.0435,2026-04-17T17:41:37.270621+00:00
1893622,No,0.855,2026-04-17T17:41:37.270621+00:00
1893622,Yes,0.145,2026-04-17T17:41:37.270621+00:00
1138908,No,0.85,2026-04-17T17:41:37.270621+00:00
1138908,Yes,0.15,2026-04-17T17:41:37.270621+00:00
665470,No,0.855,2026-04-17T17:41:37.270621+00:00
665470,Yes,0.145,2026-04-17T17:41:37.270621+00:00
1656509,No,0.9985,2026-04-17T17:41:37.270621+00:00
1656509,Yes,0.0015,2026-04-17T17:41:37.270621+00:00
1947783,No,0.0305,2026-04-17T17:41:37.270621+00:00
1947783,Yes,0.9695,2026-04-17T17:41:37.270621+00:00
1494698,No,0.996,2026-04-17T17:41:37.270621+00:00
1494698,Yes,0.004,2026-04-17T17:41:37.270621+00:00
1129899,No,0.995,2026-04-17T17:41:37.270621+00:00
1129899,Yes,0.005,2026-04-17T17:41:37.270621+00:00
1032348,No,0.974,2026-04-17T17:41:37.270621+00:00
1032348,Yes,0.026,2026-04-17T17:41:37.270621+00:00
578535,No,0.817,2026-04-17T17:41:37.270621+00:00
578535,Yes,0.183,2026-04-17T17:41:37.270621+00:00
701744,No,0.925,2026-04-17T17:41:37.270621+00:00
701744,Yes,0.075,2026-04-17T17:41:37.270621+00:00
1762736,No,0.305,2026-04-17T17:41:37.270621+00:00
1762736,Yes,0.695,2026-04-17T17:41:37.270621+00:00
1357392,No,0.955,2026-04-17T17:41:37.270621+00:00
1357392,Yes,0.045,2026-04-17T17:41:37.270621+00:00
620335,No,0.0965,2026-04-17T17:41:37.270621+00:00
620335,Yes,0.9035,2026-04-17T17:41:37.270621+00:00
608364,No,0.943,2026-04-17T17:41:37.270621+00:00
608364,Yes,0.057,2026-04-17T17:41:37.270621+00:00
1850952,No,0.205,2026-04-17T17:41:37.270621+00:00
1850952,Yes,0.795,2026-04-17T17:41:37.270621+00:00
704240,No,0.978,2026-04-17T17:41:37.270621+00:00
704240,Yes,0.022,2026-04-17T17:41:37.270621+00:00
679501,No,0.998,2026-04-17T17:41:37.270621+00:00
679501,Yes,0.002,2026-04-17T17:41:37.270621+00:00
1839164,No,0.9685,2026-04-17T17:41:37.270621+00:00
1839164,Yes,0.0315,2026-04-17T17:41:37.270621+00:00
1485224,No,0.9985,2026-04-17T17:41:37.270621+00:00
1485224,Yes,0.0015,2026-04-17T17:41:37.270621+00:00
1938124,No,0.0005,2026-04-17T17:41:37.270621+00:00
1938124,Yes,0.9995,2026-04-17T17:41:37.270621+00:00
676779,No,0.875,2026-04-17T17:41:37.270621+00:00
676779,Yes,0.125,2026-04-17T17:41:37.270621+00:00
1570270,No,0.9995,2026-04-17T17:41:37.270621+00:00
1570270,Yes,0.0005,2026-04-17T17:41:37.270621+00:00
679163,No,0.993,2026-04-17T17:41:37.270621+00:00
679163,Yes,0.007,2026-04-17T17:41:37.270621+00:00
1114327,No,0.8,2026-04-17T17:41:37.270621+00:00
1114327,Yes,0.2,2026-04-17T17:41:37.270621+00:00
1652697,No,0.51,2026-04-17T17:41:37.270621+00:00
1652697,Yes,0.49,2026-04-17T17:41:37.270621+00:00
1395712,No,0.9785,2026-04-17T17:41:37.270621+00:00
1395712,Yes,0.0215,2026-04-17T17:41:37.270621+00:00
789404,No,0.9985,2026-04-17T17:41:37.270621+00:00
789404,Yes,0.0015,2026-04-17T17:41:37.270621+00:00
1656510,No,0.86,2026-04-17T17:41:37.270621+00:00
1656510,Yes,0.14,2026-04-17T17:41:37.270621+00:00
690624,No,0.976,2026-04-17T17:41:37.270621+00:00
690624,Yes,0.024,2026-04-17T17:41:37.270621+00:00
1871344,No,0.575,2026-04-17T17:41:37.270621+00:00
1871344,Yes,0.425,2026-04-17T17:41:37.270621+00:00
544095,No,0.7515,2026-04-17T17:41:37.270621+00:00
544095,Yes,0.2485,2026-04-17T17:41:37.270621+00:00
629465,No,0.835,2026-04-17T17:41:37.270621+00:00
629465,Yes,0.165,2026-04-17T17:41:37.270621+00:00
995711,No,0.9895,2026-04-17T17:41:37.270621+00:00
995711,Yes,0.0105,2026-04-17T17:41:37.270621+00:00
1032346,No,0.81,2026-04-17T17:41:37.270621+00:00
1032346,Yes,0.19,2026-04-17T17:41:37.270621+00:00
1943747,No,0.9985,2026-04-17T17:41:37.270621+00:00
1943747,Yes,0.0015,2026-04-17T17:41:37.270621+00:00
1343469,No,0.991,2026-04-17T17:41:37.270621+00:00
1343469,Yes,0.009,2026-04-17T17:41:37.270621+00:00
690199,No,0.9625,2026-04-17T17:41:37.270621+00:00
690199,Yes,0.0375,2026-04-17T17:41:37.270621+00:00
1742095,No,0.9155,2026-04-17T17:41:37.270621+00:00
1742095,Yes,0.0845,2026-04-17T17:41:37.270621+00:00
1048397,No,0.91,2026-04-17T17:41:37.270621+00:00
1048397,Yes,0.09,2026-04-17T17:41:37.270621+00:00
566734,No,0.9985,2026-04-17T17:41:37.270621+00:00
566734,Yes,0.0015,2026-04-17T17:41:37.270621+00:00
1886051,No,0.475,2026-04-17T17:41:37.270621+00:00
1886051,Yes,0.525,2026-04-17T17:41:37.270621+00:00
2002215,Roman Safiullin,0.9995,2026-04-17T17:41:37.270621+00:00
2002215,Jaime Faria,0.0005,2026-04-17T17:41:37.270621+00:00
1343591,No,0.994,2026-04-17T17:41:37.270621+00:00
1343591,Yes,0.006,2026-04-17T17:41:37.270621+00:00
676830,No,0.925,2026-04-17T17:41:37.270621+00:00
676830,Yes,0.075,2026-04-17T17:41:37.270621+00:00
1341259,No,0.9985,2026-04-17T17:41:37.270621+00:00
1341259,Yes,0.0015,2026-04-17T17:41:37.270621+00:00
678756,No,0.9985,2026-04-17T17:41:37.270621+00:00
678756,Yes,0.0015,2026-04-17T17:41:37.270621+00:00
943828,No,0.9825,2026-04-17T17:41:37.270621+00:00
943828,Yes,0.0175,2026-04-17T17:41:37.270621+00:00
1370724,No,0.9575,2026-04-17T17:41:37.270621+00:00
1370724,Yes,0.0425,2026-04-17T17:41:37.270621+00:00
678444,No,0.9775,2026-04-17T17:41:37.270621+00:00
678444,Yes,0.0225,2026-04-17T17:41:37.270621+00:00
1450214,No,0.81,2026-04-17T17:41:37.270621+00:00
1450214,Yes,0.19,2026-04-17T17:41:37.270621+00:00
1088491,No,0.9905,2026-04-17T17:41:37.270621+00:00
1088491,Yes,0.0095,2026-04-17T17:41:37.270621+00:00
1117222,No,0.325,2026-04-17T17:41:37.270621+00:00
1117222,Yes,0.675,2026-04-17T17:41:37.270621+00:00
1823790,No,0.9965,2026-04-17T17:41:37.270621+00:00
1823790,Yes,0.0035,2026-04-17T17:41:37.270621+00:00
678409,No,0.9965,2026-04-17T17:41:37.270621+00:00
678409,Yes,0.0035,2026-04-17T17:41:37.270621+00:00
665359,No,0.745,2026-04-17T17:41:37.270621+00:00
665359,Yes,0.255,2026-04-17T17:41:37.270621+00:00
665472,No,0.805,2026-04-17T17:41:37.270621+00:00
665472,Yes,0.195,2026-04-17T17:41:37.270621+00:00
1707993,No,0.68,2026-04-17T17:41:37.270621+00:00
1707993,Yes,0.32,2026-04-17T17:41:37.270621+00:00
676781,No,0.77,2026-04-17T17:41:37.270621+00:00
676781,Yes,0.23,2026-04-17T17:41:37.270621+00:00
608363,No,0.963,2026-04-17T17:41:37.270621+00:00
608363,Yes,0.037,2026-04-17T17:41:37.270621+00:00
1938131,No,0.9995,2026-04-17T17:41:37.270621+00:00
1938131,Yes,0.0005,2026-04-17T17:41:37.270621+00:00
1193259,No,0.27,2026-04-17T17:41:37.270621+00:00
1193259,Yes,0.73,2026-04-17T17:41:37.270621+00:00
1938148,No,0.0005,2026-04-17T17:41:37.270621+00:00
1938148,Yes,0.9995,2026-04-17T17:41:37.270621+00:00
1068327,No,0.7,2026-04-17T17:41:37.270621+00:00
1068327,Yes,0.3,2026-04-17T17:41:37.270621+00:00
1122939,No,0.74,2026-04-17T17:41:37.270621+00:00
1122939,Yes,0.26,2026-04-17T17:41:37.270621+00:00
1938275,Quetta Gladiators,0.9995,2026-04-17T17:41:37.270621+00:00
1938275,Lahore Qalandars,0.0005,2026-04-17T17:41:37.270621+00:00
1423703,No,0.9985,2026-04-17T17:41:37.270621+00:00
1423703,Yes,0.0015,2026-04-17T17:41:37.270621+00:00
564211,No,0.875,2026-04-17T17:41:37.270621+00:00
564211,Yes,0.125,2026-04-17T17:41:37.270621+00:00
1943734,No,0.815,2026-04-17T17:41:37.270621+00:00
1943734,Yes,0.185,2026-04-17T17:41:37.270621+00:00
643792,No,0.9995,2026-04-17T17:41:37.270621+00:00
643792,Yes,0.0005,2026-04-17T17:41:37.270621+00:00
1397269,No,0.815,2026-04-17T17:41:37.270621+00:00
1397269,Yes,0.185,2026-04-17T17:41:37.270621+00:00
1992441,Down,0.0005,2026-04-17T17:41:37.270621+00:00
1992441,Up,0.9995,2026-04-17T17:41:37.270621+00:00
1087513,No,0.545,2026-04-17T17:41:37.270621+00:00
1087513,Yes,0.455,2026-04-17T17:41:37.270621+00:00
572856,No,0.994,2026-04-17T17:41:37.270621+00:00
572856,Yes,0.006,2026-04-17T17:41:37.270621+00:00
569343,No,0.055,2026-04-17T17:41:37.270621+00:00
569343,Yes,0.945,2026-04-17T17:41:37.270621+00:00
572777,No,0.9925,2026-04-17T17:41:37.270621+00:00
572777,Yes,0.0075,2026-04-17T17:41:37.270621+00:00
1073738,No,0.76,2026-04-17T17:41:37.270621+00:00
1073738,Yes,0.24,2026-04-17T17:41:37.270621+00:00
789410,No,0.996,2026-04-17T17:41:37.270621+00:00
789410,Yes,0.004,2026-04-17T17:41:37.270621+00:00
578542,No,0.8795,2026-04-17T17:41:37.270621+00:00
578542,Yes,0.1205,2026-04-17T17:41:37.270621+00:00
1977021,No,0.9985,2026-04-17T17:41:37.270621+00:00
1977021,Yes,0.0015,2026-04-17T17:41:37.270621+00:00
1485217,No,0.9985,2026-04-17T17:41:37.270621+00:00
1485217,Yes,0.0015,2026-04-17T17:41:37.270621+00:00
1068728,No,0.0685,2026-04-17T17:41:37.270621+00:00
1068728,Yes,0.9315,2026-04-17T17:41:37.270621+00:00
701545,No,0.905,2026-04-17T17:41:37.270621+00:00
701545,Yes,0.095,2026-04-17T17:41:37.270621+00:00
1823882,No,0.992,2026-04-17T17:41:37.270621+00:00
1823882,Yes,0.008,2026-04-17T17:41:37.270621+00:00
682715,No,0.9885,2026-04-17T17:41:37.270621+00:00
682715,Yes,0.0115,2026-04-17T17:41:37.270621+00:00
1823897,No,0.9955,2026-04-17T17:41:37.270621+00:00
1823897,Yes,0.0045,2026-04-17T17:41:37.270621+00:00
635012,No,0.705,2026-04-17T17:41:37.270621+00:00
635012,Yes,0.295,2026-04-17T17:41:37.270621+00:00
1938133,No,0.9995,2026-04-17T17:41:37.270621+00:00
1938133,Yes,0.0005,2026-04-17T17:41:37.270621+00:00
